Customer_ID,Age,Gender,Total_Spend,Average_Order_Value,Purchase_Frequency,Last_Purchase_Days,Customer_Rating,Complaint_Raised,Return_Count,Churn
C01228,28,Male,5322,887.0,6,16,4,No,4,0
C01229,19,Male,1221,407.0,3,68,2,No,1,1
C01230,25,Female,4949,707.0,7,71,2,Yes,5,1
C01231,46,Female,1518,506.0,3,32,1,No,1,0
C01232,25,Female,2916,729.0,4,87,5,No,2,0
C01233,34,Female,4308,718.0,6,109,5,Yes,0,0
C01234,19,Male,2940,735.0,4,37,4,No,0,0
C01235,59,Female,2820,705.0,4,97,5,No,5,0
C01236,21,Female,842,842.0,1,103,1,Yes,3,1
C01237,20,Female,648,648.0,1,3,5,Yes,1,0
C01238,35,Male,4620,770.0,6,6,4,No,5,0
C01239,42,Male,3906,558.0,7,88,1,Yes,3,1
C01240,53,Male,1611,537.0,3,82,3,No,0,0
C01241,35,Male,866,866.0,1,27,2,No,2,0
C01242,32,Male,3828,319.0,12,74,3,No,5,0
C01243,60,Female,6020,602.0,10,101,1,Yes,4,1
C01244,21,Female,3762,627.0,6,44,4,No,4,0
C01245,44,Female,5950,595.0,10,74,3,Yes,0,0
C01246,54,Male,4476,373.0,12,91,2,Yes,0,0
C01247,37,Male,7488,624.0,12,51,2,No,1,0
C01248,20,Male,3231,359.0,9,106,2,No,2,0
C01249,48,Female,2745,305.0,9,49,1,No,2,0
C01250,24,Female,6644,604.0,11,15,4,No,3,0
C01251,29,Female,2319,773.0,3,63,2,Yes,5,1
C01252,44,Male,4224,352.0,12,55,4,Yes,1,0
C01253,32,Male,7080,885.0,8,103,1,No,4,0
C01254,59,Female,6424,584.0,11,19,3,No,2,0
C01255,26,Male,8470,847.0,10,18,2,No,3,0
C01256,53,Male,5304,663.0,8,101,3,No,2,0
C01257,40,Female,2508,418.0,6,73,4,Yes,2,1
C01258,48,Female,3996,444.0,9,89,2,Yes,4,1
C01259,43,Male,2415,483.0,5,41,4,Yes,4,1
C01260,33,Female,1140,380.0,3,70,2,Yes,4,1
C01261,24,Female,6472,809.0,8,40,3,Yes,5,1
C01262,57,Male,1168,584.0,2,89,3,No,3,0
C01263,26,Male,4739,677.0,7,17,5,No,4,0
C01264,35,Female,9444,787.0,12,27,4,No,3,0
C01265,52,Male,2835,567.0,5,69,2,No,3,0
C01266,40,Female,616,616.0,1,37,1,Yes,3,1
C01267,40,Male,3955,565.0,7,117,2,Yes,2,1
C01268,53,Female,2770,554.0,5,8,3,Yes,2,1
C01269,50,Female,4536,378.0,12,10,2,No,5,0
C01270,45,Female,4422,737.0,6,40,3,No,5,0
C01271,18,Male,3324,554.0,6,85,5,Yes,2,1
C01272,56,Female,6966,774.0,9,68,4,No,1,0
C01273,25,Female,2328,388.0,6,104,5,Yes,3,1
C01274,58,Female,1912,478.0,4,81,1,Yes,5,1
C01275,60,Female,6090,870.0,7,87,4,Yes,5,1
C01276,53,Male,6183,687.0,9,115,2,No,1,0
C01277,30,Male,8844,737.0,12,34,3,Yes,1,0
C01278,54,Male,3420,855.0,4,107,3,Yes,4,1
C01279,41,Male,7695,855.0,9,18,5,No,1,0
C01280,41,Male,1885,377.0,5,101,2,Yes,0,0
C01281,50,Male,6183,687.0,9,3,2,No,1,0
C01282,56,Female,7464,622.0,12,7,1,No,5,0
C01283,51,Female,7820,782.0,10,74,2,Yes,2,1
C01284,34,Female,6400,800.0,8,69,4,Yes,0,0
C01285,59,Male,1348,674.0,2,43,1,No,0,0
C01286,56,Male,5824,728.0,8,67,1,No,2,0
C01287,24,Male,2595,865.0,3,23,2,Yes,2,1
C01288,27,Male,3296,824.0,4,7,1,Yes,0,0
C01289,21,Male,3465,495.0,7,7,1,No,3,0
C01290,20,Female,2335,467.0,5,36,3,Yes,5,1
C01291,43,Male,6816,852.0,8,36,4,Yes,1,0
C01292,56,Female,5920,592.0,10,88,4,Yes,5,1
C01293,20,Female,4110,685.0,6,109,4,No,0,0
C01294,20,Male,2004,501.0,4,69,3,No,1,0
C01295,55,Male,7884,657.0,12,103,5,Yes,3,1
C01296,53,Female,7970,797.0,10,111,4,No,3,0
C01297,18,Male,3948,564.0,7,119,1,No,2,0
C01298,56,Male,1384,346.0,4,24,5,Yes,2,1
C01299,60,Male,2700,450.0,6,70,3,No,0,0
C01300,58,Male,2219,317.0,7,26,1,Yes,5,1
C01301,29,Female,8261,751.0,11,109,2,Yes,0,0
C01302,48,Female,5240,524.0,10,21,3,Yes,3,1
C01303,60,Male,1480,370.0,4,41,1,Yes,4,1
C01304,33,Female,1668,556.0,3,12,3,No,1,0
C01305,29,Male,4235,385.0,11,115,1,No,4,0
C01306,46,Female,1992,332.0,6,82,2,No,1,0
C01307,19,Female,8710,871.0,10,116,1,No,1,0
C01308,29,Male,2564,641.0,4,44,1,No,3,0
C01309,47,Female,1804,451.0,4,16,4,No,5,0
C01310,59,Male,6624,552.0,12,39,2,No,3,0
C01311,54,Female,5489,499.0,11,42,2,No,5,0
C01312,59,Male,5072,634.0,8,2,1,Yes,1,0
C01313,54,Female,3072,512.0,6,68,5,Yes,4,1
C01314,21,Male,2560,320.0,8,34,1,Yes,0,0
C01315,59,Female,6130,613.0,10,49,5,Yes,5,1
C01316,54,Male,5324,484.0,11,45,4,No,4,0
C01317,50,Male,8364,697.0,12,31,4,No,3,0
C01318,57,Female,2450,350.0,7,92,3,No,4,0
C01319,41,Male,5784,723.0,8,24,3,No,5,0
C01320,59,Female,928,464.0,2,48,4,Yes,0,0
C01321,21,Female,5949,661.0,9,38,2,No,3,0
C01322,56,Female,3160,316.0,10,101,5,No,0,0
C01323,40,Female,2799,311.0,9,54,5,Yes,1,0
C01324,44,Female,4150,415.0,10,104,1,No,2,0
C01325,25,Male,938,469.0,2,3,2,No,3,0
C01326,59,Female,3987,443.0,9,43,2,No,4,0
C01327,59,Female,5346,594.0,9,20,3,Yes,4,1
C01328,60,Male,6993,777.0,9,46,2,Yes,4,1
C01329,18,Male,2768,692.0,4,84,1,Yes,2,1
C01330,42,Female,3200,320.0,10,55,3,No,0,0
C01331,18,Female,7614,846.0,9,57,5,Yes,0,0
C01332,18,Male,10368,864.0,12,21,3,Yes,3,1
C01333,42,Female,7380,615.0,12,2,2,No,0,0
C01334,37,Female,3940,788.0,5,44,5,No,5,0
C01335,24,Male,5152,644.0,8,94,2,No,2,0
C01336,36,Female,2945,589.0,5,86,1,Yes,1,0
C01337,29,Male,5100,850.0,6,119,3,No,4,0
C01338,43,Male,656,328.0,2,27,5,No,3,0
C01339,58,Male,750,375.0,2,47,2,No,4,0
C01340,23,Female,641,641.0,1,22,5,Yes,4,1
C01341,48,Male,5060,460.0,11,49,1,No,1,0
C01342,57,Male,5320,532.0,10,27,2,Yes,1,0
C01343,46,Male,4518,753.0,6,76,1,No,5,0
C01344,51,Female,8360,836.0,10,102,2,No,2,0
C01345,54,Male,3096,774.0,4,83,4,No,3,0
C01346,49,Female,5496,687.0,8,103,5,Yes,4,1
C01347,50,Female,2040,340.0,6,27,2,Yes,1,0
C01348,41,Male,2128,304.0,7,91,2,No,3,0
C01349,38,Male,737,737.0,1,21,5,Yes,5,1
C01350,35,Female,4994,454.0,11,61,2,No,5,0
C01351,44,Male,5992,856.0,7,31,2,No,4,0
C01352,19,Female,5068,724.0,7,79,4,Yes,3,1
C01353,47,Male,2298,766.0,3,16,4,No,4,0
C01354,26,Male,612,306.0,2,83,3,No,3,0
C01355,60,Female,7938,882.0,9,65,1,Yes,2,1
C01356,56,Male,4032,576.0,7,36,4,Yes,5,1
C01357,37,Male,3300,550.0,6,17,3,No,5,0
C01358,50,Male,2768,346.0,8,75,2,Yes,5,1
C01359,18,Female,5661,629.0,9,52,2,Yes,4,1
C01360,25,Female,4632,386.0,12,116,4,No,1,0
C01361,31,Female,3336,834.0,4,72,2,No,1,0
C01362,60,Female,1425,475.0,3,107,5,Yes,0,0
C01363,47,Female,3290,470.0,7,13,4,No,1,0
C01364,34,Male,6363,707.0,9,51,5,Yes,2,1
C01365,24,Female,8415,765.0,11,117,4,No,4,0
C01366,34,Male,3620,724.0,5,12,2,Yes,1,0
C01367,59,Female,5544,693.0,8,80,2,Yes,5,1
C01368,39,Female,3372,562.0,6,45,2,Yes,1,0
C01369,35,Male,6424,803.0,8,74,2,Yes,1,0
C01370,32,Female,9218,838.0,11,96,3,No,2,0
C01371,33,Female,946,473.0,2,58,2,No,3,0
C01372,21,Female,3028,757.0,4,91,5,Yes,4,1
C01373,43,Female,6136,767.0,8,52,2,Yes,4,1
C01374,59,Female,4716,786.0,6,99,4,Yes,5,1
C01375,21,Male,2148,537.0,4,57,5,Yes,3,1
C01376,41,Female,8657,787.0,11,111,3,No,5,0
C01377,35,Male,4452,742.0,6,85,5,Yes,4,1
C01378,48,Male,3780,630.0,6,16,2,No,5,0
C01379,53,Female,7931,721.0,11,45,2,Yes,0,0
C01380,20,Female,3059,437.0,7,8,3,No,4,0
C01381,56,Male,2826,314.0,9,25,1,Yes,2,1
C01382,42,Female,2933,419.0,7,56,2,No,3,0
C01383,41,Female,8120,812.0,10,75,5,Yes,4,1
C01384,37,Female,6963,633.0,11,91,5,No,4,0
C01385,25,Male,2924,731.0,4,76,1,No,2,0
C01386,27,Male,8150,815.0,10,66,2,Yes,1,0
C01387,27,Male,922,461.0,2,35,2,No,2,0
C01388,25,Female,6286,898.0,7,58,5,Yes,4,1
C01389,49,Male,8780,878.0,10,99,2,Yes,3,1
C01390,54,Male,5874,534.0,11,94,1,Yes,5,1
C01391,33,Male,8100,810.0,10,81,3,Yes,1,0
C01392,55,Male,4893,699.0,7,70,2,No,0,0
C01393,39,Female,422,422.0,1,14,2,No,0,0
C01394,29,Female,4644,516.0,9,51,4,No,5,0
C01395,28,Female,8624,784.0,11,30,4,Yes,0,0
C01396,56,Female,4688,586.0,8,119,3,No,5,0
C01397,25,Female,4455,891.0,5,107,3,No,0,0
C01398,60,Female,4200,420.0,10,84,5,Yes,3,1
C01399,35,Male,2335,467.0,5,70,3,No,3,0
C01400,31,Female,3256,407.0,8,72,3,Yes,1,0
C01401,36,Female,2545,509.0,5,60,3,Yes,2,1
C01402,19,Male,8450,845.0,10,35,5,No,5,0
C01403,18,Female,719,719.0,1,97,5,No,0,0
C01404,32,Female,505,505.0,1,12,1,Yes,5,1
C01405,50,Female,2410,482.0,5,20,2,Yes,1,0
C01406,60,Female,5814,646.0,9,36,5,Yes,3,1
C01407,51,Female,7356,613.0,12,71,3,Yes,3,1
C01408,25,Male,2584,323.0,8,41,3,No,3,0
C01409,22,Male,1066,533.0,2,114,1,Yes,5,1
C01410,40,Male,1112,556.0,2,46,1,Yes,4,1
C01411,27,Female,3605,515.0,7,108,3,No,5,0
C01412,57,Male,5373,597.0,9,98,1,No,1,0
C01413,57,Female,874,437.0,2,104,3,No,4,0
C01414,53,Female,2211,737.0,3,55,3,Yes,1,0
C01415,22,Female,2289,327.0,7,48,2,No,2,0
C01416,32,Male,8404,764.0,11,97,4,No,1,0
C01417,42,Male,508,508.0,1,39,3,Yes,4,1
C01418,50,Male,1646,823.0,2,69,4,No,5,0
C01419,39,Male,7370,670.0,11,35,4,Yes,4,1
C01420,45,Female,2440,488.0,5,72,2,No,2,0
C01421,35,Female,1146,573.0,2,5,3,Yes,2,1
C01422,37,Female,396,396.0,1,50,4,Yes,1,0
C01423,43,Male,6088,761.0,8,19,3,Yes,4,1
C01424,23,Female,6490,590.0,11,78,5,Yes,2,1
C01425,40,Female,5635,805.0,7,23,1,Yes,1,0
C01426,31,Female,1338,446.0,3,45,3,Yes,2,1
C01427,42,Male,369,369.0,1,75,4,No,2,0
C01428,53,Male,3200,800.0,4,105,1,Yes,0,0
C01429,44,Female,6160,880.0,7,46,3,No,2,0
C01430,20,Male,1266,633.0,2,39,4,No,5,0
C01431,25,Male,5976,747.0,8,117,2,Yes,5,1
C01432,19,Female,2379,793.0,3,55,2,No,2,0
C01433,53,Male,1240,310.0,4,65,4,Yes,4,1
C01434,44,Male,3936,328.0,12,92,3,Yes,3,1
C01435,58,Male,8220,822.0,10,44,2,Yes,2,1
C01436,50,Female,1872,468.0,4,111,5,No,1,0
C01437,26,Male,903,301.0,3,43,1,No,5,0
C01438,46,Male,4536,648.0,7,10,5,Yes,5,1
C01439,33,Male,306,306.0,1,6,1,No,5,0
C01440,29,Male,5379,489.0,11,44,1,Yes,2,1
C01441,47,Female,3213,459.0,7,92,5,Yes,3,1
C01442,48,Male,4932,822.0,6,35,5,Yes,4,1
C01443,34,Male,9876,823.0,12,110,5,No,2,0
C01444,46,Male,4642,422.0,11,63,2,No,0,0
C01445,25,Female,798,798.0,1,89,3,No,1,0
C01446,42,Female,1668,834.0,2,103,5,Yes,1,0
C01447,43,Female,2680,670.0,4,55,1,No,2,0
C01448,24,Female,3159,351.0,9,90,5,No,0,0
C01449,18,Male,3548,887.0,4,82,1,No,3,0
C01450,37,Male,682,682.0,1,12,2,No,5,0
C01451,20,Female,3570,357.0,10,116,3,Yes,1,0
C01452,59,Male,1596,532.0,3,38,1,No,2,0
C01453,57,Female,2540,508.0,5,18,1,No,4,0
C01454,22,Male,344,344.0,1,41,3,No,1,0
C01455,33,Male,3652,332.0,11,56,2,Yes,3,1
C01456,42,Male,8490,849.0,10,62,4,No,0,0
C01457,50,Male,2485,497.0,5,84,4,No,2,0
C01458,37,Female,2628,657.0,4,46,2,Yes,3,1
C01459,57,Male,1617,539.0,3,113,1,Yes,3,1
C01460,36,Male,488,488.0,1,10,1,Yes,1,0
C01461,46,Male,784,392.0,2,89,5,No,2,0
C01462,29,Male,8364,697.0,12,70,2,Yes,4,1
C01463,40,Male,1288,322.0,4,81,5,No,2,0
C01464,29,Female,5031,559.0,9,89,2,No,1,0
C01465,46,Female,4464,496.0,9,16,3,Yes,4,1
C01466,50,Female,3780,540.0,7,33,4,Yes,4,1
C01467,31,Female,6919,629.0,11,93,3,No,0,0
C01468,46,Female,1980,660.0,3,112,4,No,4,0
C01469,53,Female,4186,598.0,7,5,1,No,4,0
C01470,23,Male,2611,373.0,7,18,4,Yes,2,1
C01471,53,Male,3768,628.0,6,72,5,Yes,2,1
C01472,35,Female,4779,531.0,9,64,2,No,2,0
C01473,24,Male,2825,565.0,5,61,1,Yes,3,1
C01474,25,Female,8220,685.0,12,95,2,Yes,5,1
C01475,39,Male,8124,677.0,12,38,4,Yes,3,1
C01476,21,Female,820,410.0,2,44,5,Yes,2,1
C01477,46,Female,7128,891.0,8,106,3,No,4,0
C01478,60,Male,2934,326.0,9,82,3,Yes,2,1
C01479,25,Male,6944,868.0,8,47,3,No,2,0
C01480,33,Male,1520,380.0,4,82,1,No,2,0
C01481,37,Male,5181,471.0,11,82,4,No,0,0
C01482,29,Female,896,896.0,1,47,2,No,4,0
C01483,43,Male,1856,464.0,4,5,1,No,3,0
C01484,50,Female,7096,887.0,8,100,2,No,2,0
C01485,19,Male,1794,897.0,2,71,4,No,1,0
C01486,30,Female,5040,504.0,10,46,5,Yes,1,0
C01487,36,Male,2504,313.0,8,79,2,Yes,0,0
C01488,23,Male,5731,521.0,11,55,5,Yes,5,1
C01489,31,Male,7843,713.0,11,18,4,No,3,0
C01490,32,Male,3031,433.0,7,36,2,No,0,0
C01491,32,Male,6176,772.0,8,28,3,No,1,0
C01492,47,Male,5980,598.0,10,9,3,No,4,0
C01493,36,Female,6858,762.0,9,11,3,Yes,4,1
C01494,23,Female,8890,889.0,10,46,1,Yes,4,1
C01495,20,Female,618,309.0,2,22,4,No,2,0
C01496,19,Female,5256,584.0,9,11,5,No,1,0
C01497,21,Male,6444,716.0,9,56,3,No,3,0
C01498,33,Female,984,328.0,3,88,4,Yes,1,0
C01499,59,Female,6048,504.0,12,36,2,No,1,0
C01500,60,Male,882,441.0,2,19,3,No,1,0
C01501,26,Male,5624,703.0,8,16,2,Yes,5,1
C01502,27,Male,5272,659.0,8,17,4,Yes,2,1
C01503,32,Male,8091,899.0,9,26,4,Yes,5,1
C01504,33,Male,3318,474.0,7,100,4,No,5,0
C01505,25,Female,333,333.0,1,12,3,Yes,5,1
C01506,25,Male,5509,787.0,7,22,5,Yes,5,1
C01507,41,Female,1336,668.0,2,20,3,Yes,2,1
C01508,33,Male,513,513.0,1,8,1,Yes,2,1
C01509,46,Male,1004,502.0,2,114,1,No,1,1
C01510,21,Male,4734,526.0,9,114,2,No,4,0
C01511,19,Male,3951,439.0,9,89,2,Yes,4,1
C01512,34,Female,6168,514.0,12,19,5,Yes,2,1
C01513,58,Male,1323,441.0,3,70,1,Yes,4,1
C01514,32,Female,4380,365.0,12,46,5,No,1,0
C01515,41,Male,3104,776.0,4,85,2,No,0,0
C01516,32,Female,4110,411.0,10,78,4,Yes,4,1
C01517,24,Female,2205,441.0,5,119,5,Yes,2,1
C01518,58,Male,5512,689.0,8,71,3,No,4,0
C01519,58,Female,7488,624.0,12,81,5,Yes,5,1
C01520,46,Female,3972,331.0,12,27,1,No,3,0
C01521,53,Male,1664,832.0,2,2,2,Yes,3,1
C01522,45,Male,4730,473.0,10,54,5,Yes,1,0
C01523,60,Male,3416,427.0,8,14,1,No,1,0
C01524,57,Female,1482,741.0,2,110,4,Yes,5,1
C01525,32,Male,5220,522.0,10,98,3,No,0,0
C01526,30,Male,1360,340.0,4,106,4,No,3,0
C01527,40,Female,1670,835.0,2,98,2,No,5,1
C01528,40,Female,8740,874.0,10,44,4,Yes,3,1
C01529,28,Female,6034,862.0,7,108,4,Yes,0,0
C01530,38,Male,3088,772.0,4,12,5,No,5,0
C01531,59,Female,3630,330.0,11,57,2,Yes,0,0
C01532,30,Male,3035,607.0,5,67,1,No,0,0
C01533,37,Male,7389,821.0,9,34,3,Yes,0,0
C01534,46,Male,2716,388.0,7,102,5,Yes,5,1
C01535,45,Male,2403,801.0,3,32,1,No,2,0
C01536,51,Female,5832,648.0,9,88,2,Yes,0,0
C01537,30,Male,2598,866.0,3,112,5,No,3,0
C01538,32,Female,7293,663.0,11,46,5,No,3,0
C01539,23,Female,9612,801.0,12,45,1,No,1,0
C01540,51,Male,2520,840.0,3,105,2,Yes,4,1
C01541,56,Female,6972,581.0,12,21,1,Yes,1,0
C01542,33,Female,838,838.0,1,76,2,No,2,1
C01543,36,Female,8074,734.0,11,22,5,Yes,3,1
C01544,50,Male,4026,671.0,6,53,2,No,0,0
C01545,34,Female,916,458.0,2,29,1,No,5,0
C01546,60,Male,4942,706.0,7,67,1,Yes,5,1
C01547,23,Male,4293,477.0,9,118,1,Yes,2,1
C01548,55,Female,1675,335.0,5,38,5,Yes,4,1
C01549,40,Female,1122,561.0,2,103,4,No,5,0
C01550,18,Male,2238,373.0,6,108,1,Yes,0,0
C01551,52,Male,5238,582.0,9,31,1,No,3,0
C01552,23,Female,6900,575.0,12,39,3,No,2,0
C01553,22,Male,5488,784.0,7,37,5,No,5,0
C01554,27,Male,3240,360.0,9,34,2,No,4,0
C01555,38,Male,5796,644.0,9,10,3,Yes,5,1
C01556,30,Male,1784,446.0,4,59,4,Yes,2,1
C01557,33,Male,9086,826.0,11,18,4,No,2,0
C01558,49,Female,6210,690.0,9,91,2,Yes,4,1
C01559,55,Male,2836,709.0,4,108,4,Yes,1,0
C01560,33,Female,1286,643.0,2,118,5,No,3,0
C01561,37,Female,5388,898.0,6,117,1,No,4,0
C01562,54,Male,2520,360.0,7,11,2,No,1,0
C01563,44,Female,2916,486.0,6,12,5,Yes,5,1
C01564,56,Male,1268,634.0,2,88,4,Yes,0,0
C01565,32,Male,906,453.0,2,45,4,No,4,0
C01566,55,Male,1485,495.0,3,65,4,Yes,2,1
C01567,49,Male,4109,587.0,7,6,4,No,0,0
C01568,43,Female,1656,552.0,3,17,1,No,5,0
C01569,26,Male,4644,774.0,6,59,3,Yes,3,1
C01570,39,Female,616,616.0,1,53,4,Yes,4,1
C01571,38,Female,5684,812.0,7,28,3,Yes,4,1
C01572,20,Male,870,870.0,1,54,3,No,4,0
C01573,43,Male,3424,428.0,8,118,2,Yes,3,1
C01574,19,Male,3150,450.0,7,28,4,Yes,0,0
C01575,37,Male,8100,900.0,9,55,4,No,1,0
C01576,56,Male,5572,796.0,7,44,1,No,0,0
C01577,49,Female,1752,438.0,4,65,2,No,2,0
C01578,30,Female,3528,441.0,8,34,4,No,1,0
C01579,58,Female,5148,858.0,6,27,2,Yes,4,1
C01580,57,Male,10476,873.0,12,83,2,No,1,0
C01581,51,Male,1176,392.0,3,77,2,No,2,1
C01582,35,Male,968,484.0,2,33,1,Yes,5,1
C01583,27,Male,4770,795.0,6,40,2,No,1,0
C01584,50,Male,1708,427.0,4,53,2,Yes,3,1
C01585,47,Female,6171,561.0,11,92,2,Yes,5,1
C01586,23,Male,4431,633.0,7,119,3,Yes,4,1
C01587,45,Female,3300,330.0,10,61,4,Yes,4,1
C01588,21,Female,3912,652.0,6,5,2,Yes,0,0
C01589,24,Male,1572,786.0,2,87,5,No,5,0
C01590,49,Male,738,738.0,1,98,3,Yes,4,1
C01591,44,Male,5304,663.0,8,94,1,No,4,0
C01592,37,Female,1004,502.0,2,71,4,No,5,0
C01593,51,Male,830,415.0,2,56,4,No,0,0
C01594,58,Female,3115,623.0,5,98,2,No,3,0
C01595,31,Female,1338,669.0,2,105,4,Yes,5,1
C01596,22,Female,2513,359.0,7,95,5,No,1,0
C01597,43,Female,4175,835.0,5,81,4,No,0,0
C01598,18,Female,644,644.0,1,43,2,Yes,1,0
C01599,20,Female,5172,862.0,6,33,2,Yes,3,1
C01600,47,Male,3332,833.0,4,104,4,Yes,5,1
C01601,41,Female,3084,771.0,4,30,5,No,2,0
C01602,41,Male,1296,648.0,2,102,4,No,4,0
C01603,60,Male,614,307.0,2,71,2,Yes,0,1
C01604,58,Male,4680,520.0,9,73,2,Yes,4,1
C01605,45,Female,6528,816.0,8,4,1,Yes,3,1
C01606,41,Female,3820,764.0,5,42,1,No,4,0
C01607,21,Female,6968,871.0,8,18,5,No,0,0
C01608,37,Female,3556,508.0,7,32,4,No,2,0
C01609,46,Male,3855,771.0,5,7,4,Yes,1,0
C01610,19,Male,4698,522.0,9,14,4,No,0,0
C01611,25,Male,1228,307.0,4,66,1,Yes,1,0
C01612,22,Female,1308,654.0,2,89,2,No,1,1
C01613,26,Female,5949,661.0,9,57,3,No,1,0
C01614,33,Female,6020,602.0,10,96,4,Yes,3,1
C01615,38,Female,5152,736.0,7,87,2,Yes,1,0
C01616,25,Female,6167,881.0,7,81,5,Yes,4,1
C01617,45,Male,4230,705.0,6,55,1,No,4,0
C01618,54,Female,5120,512.0,10,105,4,Yes,4,1
C01619,33,Female,2565,855.0,3,36,3,No,3,0
C01620,38,Female,1626,542.0,3,97,3,No,5,0
C01621,23,Female,2792,698.0,4,18,1,Yes,0,0
C01622,51,Female,3030,606.0,5,90,5,No,1,0
C01623,33,Male,314,314.0,1,4,3,No,2,0
C01624,33,Female,4952,619.0,8,110,1,No,2,0
C01625,28,Male,8569,779.0,11,104,5,No,5,0
C01626,59,Male,5038,458.0,11,44,2,Yes,2,1
C01627,20,Female,315,315.0,1,91,4,Yes,5,1
C01628,38,Female,5334,762.0,7,41,3,No,5,0
C01629,47,Male,614,614.0,1,94,5,Yes,5,1
C01630,43,Female,1376,688.0,2,106,1,No,2,1
C01631,47,Female,9713,883.0,11,98,5,Yes,0,0
C01632,46,Female,6516,543.0,12,32,1,Yes,2,1
C01633,19,Male,3780,378.0,10,110,4,No,0,0
C01634,33,Female,7371,819.0,9,26,3,Yes,2,1
C01635,30,Male,7100,710.0,10,50,4,No,4,0
C01636,18,Male,2032,508.0,4,12,5,Yes,0,0
C01637,57,Male,5176,647.0,8,95,2,No,2,0
C01638,35,Male,7290,729.0,10,114,2,No,2,0
C01639,58,Female,2532,633.0,4,8,5,Yes,3,1
C01640,39,Female,3052,763.0,4,79,4,No,0,0
C01641,31,Female,2114,302.0,7,71,1,Yes,4,1
C01642,44,Male,1056,352.0,3,42,3,Yes,4,1
C01643,35,Male,5117,731.0,7,54,5,Yes,3,1
C01644,54,Male,3962,566.0,7,1,2,Yes,2,1
C01645,42,Female,4086,681.0,6,13,1,No,0,0
C01646,30,Male,8019,891.0,9,16,5,Yes,2,1
C01647,26,Male,539,539.0,1,13,1,No,3,0
C01648,40,Male,4576,572.0,8,12,4,No,1,0
C01649,37,Female,896,448.0,2,2,4,No,3,0
C01650,36,Female,3619,329.0,11,33,5,Yes,0,0
C01651,25,Male,5076,846.0,6,71,5,No,2,0
C01652,18,Female,425,425.0,1,2,4,Yes,0,0
C01653,53,Male,7096,887.0,8,84,4,No,1,0
C01654,20,Male,6651,739.0,9,14,3,No,2,0
C01655,51,Female,7820,782.0,10,86,1,Yes,5,1
C01656,24,Female,3048,508.0,6,109,1,No,4,0
C01657,53,Female,4760,476.0,10,31,3,No,0,0
C01658,49,Female,5058,843.0,6,87,3,No,3,0
C01659,26,Male,3596,899.0,4,62,3,No,3,0
C01660,43,Male,1524,762.0,2,47,2,No,0,0
C01661,54,Male,4176,696.0,6,43,5,No,2,0
C01662,57,Female,6777,753.0,9,11,1,No,0,0
C01663,52,Female,2140,535.0,4,111,3,No,2,0
C01664,53,Female,4194,699.0,6,88,1,Yes,3,1
C01665,22,Male,4220,844.0,5,17,4,No,4,0
C01666,53,Female,1680,420.0,4,40,5,No,0,0
C01667,39,Male,819,819.0,1,111,1,No,4,1
C01668,41,Female,2356,589.0,4,43,3,No,2,0
C01669,18,Female,6223,889.0,7,64,4,Yes,3,1
C01670,53,Female,680,680.0,1,29,2,Yes,2,1
C01671,48,Female,1038,346.0,3,66,2,No,4,1
C01672,33,Female,1314,657.0,2,7,5,No,3,0
C01673,59,Female,3641,331.0,11,67,5,No,2,0
C01674,27,Male,575,575.0,1,29,4,Yes,3,1
C01675,41,Male,1322,661.0,2,65,2,Yes,5,1
C01676,50,Female,630,315.0,2,82,4,No,4,0
C01677,31,Female,1765,353.0,5,116,1,No,5,0
C01678,37,Male,1044,522.0,2,107,3,No,5,0
C01679,41,Female,2970,594.0,5,102,3,No,2,0
C01680,47,Female,348,348.0,1,56,1,Yes,0,0
C01681,33,Female,2812,703.0,4,97,2,No,5,0
C01682,49,Male,3509,319.0,11,93,5,Yes,2,1
C01683,59,Female,3256,814.0,4,87,2,Yes,3,1
C01684,42,Male,6392,799.0,8,61,4,Yes,1,0
C01685,35,Female,5556,463.0,12,109,2,No,0,0
C01686,18,Female,7730,773.0,10,51,1,No,5,0
C01687,28,Male,3960,792.0,5,6,3,No,3,0
C01688,53,Male,786,393.0,2,99,3,Yes,4,1
C01689,48,Male,698,698.0,1,4,3,No,2,0
C01690,18,Male,5352,446.0,12,85,5,Yes,2,1
C01691,26,Female,4164,347.0,12,88,2,Yes,3,1
C01692,59,Female,1704,852.0,2,42,4,Yes,3,1
C01693,19,Female,5260,526.0,10,42,2,Yes,5,1
C01694,46,Male,1299,433.0,3,76,2,No,4,1
C01695,38,Male,2331,333.0,7,115,4,Yes,0,0
C01696,50,Male,6512,592.0,11,105,4,No,4,0
C01697,30,Male,6130,613.0,10,63,2,Yes,2,1
C01698,20,Female,6000,500.0,12,10,4,No,3,0
C01699,20,Male,6408,801.0,8,8,2,Yes,5,1
C01700,37,Male,2556,639.0,4,26,3,Yes,3,1
C01701,23,Male,354,354.0,1,96,3,Yes,4,1
C01702,55,Male,6544,818.0,8,12,3,No,5,0
C01703,36,Male,4632,772.0,6,120,3,Yes,1,0
C01704,18,Female,890,445.0,2,64,5,Yes,0,0
C01705,20,Male,3592,898.0,4,2,3,No,3,0
C01706,19,Male,1368,684.0,2,40,4,No,5,0
C01707,18,Male,2910,485.0,6,29,4,No,2,0
C01708,38,Female,2140,535.0,4,53,3,No,2,0
C01709,19,Female,872,436.0,2,22,1,Yes,2,1
